<document>
<entity levels="3">
0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	0_12	0_13	0_14	0_15	0_16	0_17	0_18	0_19	0_20	0_21	0_22	0_23	0_24	0_25	0_26	0_27	0_28	0_29	0_30	0_31	0_32	0_33	0_34	0_35	0_36	0_37	0_38	0_39	0_40	0_41	0_42	0_43	0_44	0_45	0_46	0_47	0_48	0_49	0_50	0_51	0_52	0_53	0_54	0_55	0_56	0_57	0_58	0_59
-18.886265	-4.4345226	-31.738682	13.397276	-12.858269	9.133638	-19.00508	30.9808	11.737072	5.9882536	-29.012718	-9.53007	-0.6970167	23.600601	0.0	-11.45437	-11.7133875	-7.74571	14.763708	-30.460527	35.768364	-3.0165806	15.3336735	15.747582	-8.416906	-21.087954	13.419472	-10.756435	16.936192	-1.7207565	18.310274	1.53615	-22.50452	17.99059	-13.806669	17.227068	16.726585	-12.485581	20.683624	-19.396463	-23.284801	-12.696178	27.012417	-2.8720837	35.670296	-8.283382	-30.427973	-19.759666	10.241438	-21.218254	-7.5834894	21.486187	16.783249	-6.6505804	4.336067	-12.645471	0.11781788	-18.138916	-7.6550703	23.983402
23.336205	3.8869705	-14.768789	-1.6874962	-7.803576	-12.581334	19.973145	-22.15384	-14.440367	-15.262797	-8.4802265	-8.270563	-33.059174	-17.489029	-11.45437	0.0	-36.372543	12.2750225	-8.192746	32.945152	-7.9579344	-21.261406	-41.242397	-12.074236	23.469963	18.326513	-8.947449	-20.64469	-10.729722	-6.5777216	-23.535173	-17.042934	21.788813	-14.396736	16.05988	-4.8540173	-11.952265	15.90381	-0.7253542	31.826792	-3.3501606	17.94336	-14.93144	15.633789	-3.2999573	-12.327919	29.823238	29.198406	-39.129307	-5.184452	-26.837896	-5.536145	-9.730668	19.379583	-34.60694	7.5416775	10.4230385	26.219908	15.620038	10.60585
-28.558884	-29.940207	2.8790016	-16.35194	-6.426235	-43.28911	-25.466948	-18.074347	-19.491367	-0.03652382	28.896954	7.423193	-13.203209	-15.717635	-11.7133875	-36.372543	0.0	-9.297577	-17.745325	-31.720482	-25.155748	-10.372988	-23.464779	-10.037754	-18.004623	-29.336273	7.9889336	-8.452301	-4.702653	37.97706	-19.225859	-14.927675	-6.2119074	-9.805936	-20.521414	-11.698958	-39.62435	-37.06626	-6.714576	-22.766857	18.149857	4.5842476	-14.934898	-16.032297	5.0047874	-14.176235	-24.957245	-34.437935	-25.747826	34.869427	32.680363	-7.358882	-18.624666	-20.165874	-23.113857	-14.184598	2.540556	-16.759712	-12.944276	5.2344303
24.66069	18.212626	-13.063276	-9.997889	-25.181173	0.5784235	25.46318	-10.360088	0.951704	-12.804325	4.421232	-20.158253	-13.586278	-13.903179	-7.74571	12.2750225	-9.297577	0.0	-35.64262	23.039131	-25.543953	-14.672768	-13.4492655	-13.894686	21.260231	24.195168	-8.977527	-15.981304	-10.832146	-25.278465	8.130112	-16.840857	5.716029	-1.6829977	21.62474	-19.90379	-20.298405	29.074257	-2.1348343	3.6055145	-16.66804	3.0233774	-19.489246	-5.833908	-40.781677	10.977129	5.179531	24.585855	-10.76823	-1.0110655	-7.4496655	-7.5721216	-19.190388	13.660176	-8.790047	15.680975	14.89708	6.8433037	16.173704	-16.69338
-8.438721	-11.4841	2.7516193	21.953762	-15.001505	17.093498	-27.623482	28.241365	10.2675705	31.660545	-13.709179	-26.34187	23.654268	2.2439966	14.763708	-8.192746	-17.745325	-35.64262	0.0	-9.085667	12.756554	20.799248	25.218088	15.525023	-16.412067	-28.21415	25.14751	8.504601	6.9160194	-18.265057	-0.7992258	11.226772	-10.877832	6.359399	-15.990449	3.3061352	11.27253	-25.84896	28.257961	-6.5286226	2.6002827	-22.106	3.5975657	-2.821001	44.127125	-4.705434	-7.7755666	-1.6593361	23.516716	-9.584898	-16.423449	19.644617	-2.0295525	-16.057178	19.073713	10.446112	8.250927	-35.19709	-27.107828	-2.171051
17.220955	18.219337	-22.6173	-14.945511	-27.694118	-14.099339	21.209349	-0.60759354	-9.294434	-17.04107	-0.17459774	-3.138363	0.53076744	-15.905682	-30.460527	32.945152	-31.720482	23.039131	-9.085667	0.0	3.7947826	-13.440136	-20.368793	-34.282814	8.151971	22.434147	-14.95522	-8.7002	-32.657173	-21.5876	-26.566036	-20.349636	17.246664	-16.045547	37.52108	-8.59786	-15.27313	13.274426	-10.849248	27.72142	-17.390623	3.8781185	-21.858858	17.268036	-32.532333	10.7756195	9.396481	28.939312	-0.11188412	-12.133675	-2.742897	-12.143169	-12.290121	25.703274	-25.496971	31.430424	13.013012	14.033258	29.754444	-11.855488
-27.109087	-18.655338	-23.864923	17.496326	-37.75538	-4.7177773	1.2819633	14.381396	20.015184	27.60595	-7.4061985	-24.044151	25.93583	18.392742	35.768364	-7.9579344	-25.155748	-25.543953	12.756554	3.7947826	0.0	21.495026	22.53493	9.066331	-23.392078	-2.1662788	18.125175	21.297504	-4.414469	-10.844475	18.130783	20.800173	-6.368643	4.7303543	-16.24194	16.353779	7.430586	-37.046085	10.723185	-14.841838	-28.35789	-5.149027	32.463467	-25.226082	7.582532	-28.00572	-12.616113	-14.415628	3.4401474	-25.736607	-8.484251	12.468761	20.044695	-15.77196	12.376611	-4.03372	-13.729219	-22.135353	-20.303925	24.397793
7.924362	-15.210283	-34.409767	12.288604	-19.578718	17.435698	-11.793092	-7.0839424	6.490612	26.062565	-31.64102	-12.995471	15.106884	16.238607	-3.0165806	-21.261406	-10.372988	-14.672768	20.799248	-13.440136	21.495026	0.0	18.656746	5.3483143	-21.555576	-14.307136	11.127072	11.49733	11.8423	-31.604822	5.002161	4.652834	-29.466305	26.160757	-14.4666605	25.794733	19.961348	-15.53524	22.575882	-23.145945	12.637703	-19.906437	15.127115	-28.697271	21.542263	-15.16258	-28.024649	-23.173344	19.005558	-29.692743	-13.561901	30.455933	9.319812	-26.461899	21.758652	-2.4958477	-12.635854	-11.385601	-26.003906	19.923784
-9.2335	-14.476243	-1.703516	13.502163	-24.920929	8.472587	-24.010181	8.671682	12.328741	20.424946	-16.217506	-31.35512	16.228786	30.182266	15.3336735	-41.242397	-23.464779	-13.4492655	25.218088	-20.368793	22.53493	18.656746	0.0	19.779598	-17.068777	-16.427965	21.571497	20.848652	16.425907	-20.498142	30.33813	-1.6908798	-33.79134	22.655725	-24.107391	6.4804325	17.298319	-18.48876	29.23558	-10.258091	-10.829778	-16.262589	15.595825	-3.0652761	36.556366	-20.812033	-30.940136	0.21956539	33.88264	-6.055135	-17.416344	-1.7627525	23.20369	-20.916935	11.333713	2.4304657	-12.748808	-15.147408	-10.3336935	15.404964
-9.074947	-34.1089	-20.956268	14.371597	-16.900822	-3.5322552	-16.211624	-1.7366409	32.435608	25.952728	-5.1107645	-32.38102	16.73867	-0.17063999	15.747582	-12.074236	-10.037754	-13.894686	15.525023	-34.282814	9.066331	5.3483143	19.779598	0.0	-11.032614	-10.514115	13.331427	37.375572	33.63504	-19.337631	8.517808	23.161362	-23.289257	13.249657	-15.56249	13.984719	23.07091	-22.645437	17.681906	-36.136887	-23.439333	-8.742189	13.068841	3.0842552	33.733696	-20.827038	-28.742125	-36.258934	21.203358	-28.29401	-9.417667	3.8256836	15.638341	-14.139536	9.5228405	-24.156364	-6.0437975	-17.965858	-11.92275	10.4606695
16.43994	0.64486885	-19.99485	-3.6721134	-22.027296	-8.926863	9.7612095	-16.570786	-16.200794	-32.07009	-23.69522	-10.949835	-20.928644	-15.282435	-8.416906	23.469963	-18.004623	21.260231	-16.412067	8.151971	-23.392078	-21.555576	-17.068777	-11.032614	0.0	14.433623	-35.54087	-7.5058136	-19.705946	-32.232765	-1.950511	-28.809237	12.386236	-18.512972	16.726196	-21.309841	-8.183921	-0.8875122	-10.39652	14.979579	-5.664544	12.115975	6.444252	31.002308	-13.179195	11.655939	11.745233	9.156925	-28.605179	-27.94498	-15.4487295	-4.6122828	3.4827251	32.68564	-16.803864	9.27018	29.10718	16.33955	3.196947	-10.042337
22.969872	15.667446	-27.588266	-21.84376	-12.108531	-6.1821537	17.879225	-18.665913	-29.066021	-2.392559	-12.275235	-16.512125	-10.519367	-21.71833	-21.087954	18.326513	-29.336273	24.195168	-28.21415	22.434147	-2.1662788	-14.307136	-16.427965	-10.514115	14.433623	0.0	-24.779324	-11.313738	-29.185808	-16.320396	-25.908146	-25.135136	27.721775	-33.16485	8.478443	2.3807983	-17.479263	21.733597	-19.224909	16.190504	-22.309418	7.502942	-21.199203	17.356934	-16.155611	19.787224	27.128696	8.857958	-25.536161	-23.7477	-19.707083	-20.859404	-12.830478	25.837297	-11.607316	14.062412	23.063187	10.615491	21.104042	-12.789014
-14.75984	-7.941246	-7.8009534	14.373741	-7.905156	11.797724	-19.635033	3.8134842	11.534229	15.902325	-13.772828	-8.392398	13.788084	6.649967	13.419472	-8.947449	7.9889336	-8.977527	25.14751	-14.95522	18.125175	11.127072	21.571497	13.331427	-35.54087	-24.779324	0.0	28.027905	18.387573	-21.67425	9.521919	8.701612	3.6817398	2.865818	-28.092747	32.907665	6.479271	-14.145746	34.82471	-20.773235	-17.572596	-30.503098	32.106018	0.65237427	8.701287	-15.7552805	-9.457999	-25.20375	14.724356	-9.500659	-26.395397	30.1476	23.307808	-10.641281	6.644105	4.190956	-17.4842	-23.311417	-9.529371	33.318733
-39.581207	-22.03006	-21.203691	15.32378	-26.591213	7.5668783	-44.44037	-15.477989	31.061628	5.164215	-20.523994	-11.643251	10.131591	11.858781	-10.756435	-20.64469	-8.452301	-15.981304	8.504601	-8.7002	21.297504	11.49733	20.848652	37.375572	-7.5058136	-11.313738	28.027905	0.0	9.633646	-21.915747	22.629944	31.913836	-12.117351	-12.323166	-31.668602	10.869453	32.090607	-19.521862	9.623553	-22.966995	-22.772228	-10.65819	16.108795	-32.248894	-1.872057	-12.816471	-14.462634	-21.22187	4.3099556	-1.3555574	-5.8186255	-1.1361942	9.814985	-38.691097	28.044197	-5.5345716	-16.893814	-14.879832	-9.501779	12.634232
-25.561966	-17.885723	-4.9488564	16.28825	-8.888375	14.524048	-27.100739	11.594996	17.493101	23.142733	-10.919443	-26.259995	0.73504925	1.2572012	16.936192	-10.729722	-4.702653	-10.832146	6.9160194	-32.657173	-4.414469	11.8423	16.425907	33.63504	-19.705946	-29.185808	18.387573	9.633646	0.0	-5.49329	16.432686	17.647314	-20.91242	7.629732	-18.530703	9.415613	-0.66698647	-18.040142	16.03683	-9.209903	-33.68861	-11.180156	15.045814	5.2810497	-0.4131794	-3.1073303	-17.94933	-26.67109	13.731419	2.2637901	-19.959908	20.437012	27.243694	-3.4747505	18.04748	-6.3403254	-22.07249	-21.619001	-4.987031	24.838535
-11.147565	-11.403279	6.0385017	-27.272892	-11.409756	-27.737604	-17.609509	-13.783653	-23.353651	-14.395158	7.6406984	-0.6659403	-9.138216	-27.516218	-1.7207565	-6.5777216	37.97706	-25.278465	-18.265057	-21.5876	-10.844475	-31.604822	-20.498142	-19.337631	-32.232765	-16.320396	-21.67425	-21.915747	-5.49329	0.0	-24.97314	-23.51486	-10.336476	-11.408092	4.6303673	-24.223331	-16.036566	-15.30359	-21.647911	-23.071602	34.73986	-12.610645	-18.467785	-11.303818	-16.275589	0.19807911	-7.117565	-16.207613	-27.664936	28.095573	6.656452	-13.8931055	5.194147	-11.799831	-33.186813	-13.625414	-5.837311	-23.06435	-21.33059	-18.399254
-10.115584	-8.14346	-22.85837	17.971523	-5.931386	10.870513	-18.154919	7.786824	30.722692	20.346275	-12.179752	-18.756676	22.665636	8.562614	18.310274	-23.535173	-19.225859	8.130112	-0.7992258	-26.566036	18.130783	5.002161	30.33813	8.517808	-1.950511	-25.908146	9.521919	22.629944	16.432686	-24.97314	0.0	18.186216	-22.632011	6.521126	-18.1461	23.35493	15.575953	-6.107456	7.7338834	-6.8955126	-13.916433	-20.096146	22.997026	-5.9034615	22.496029	-12.924882	-17.75932	-24.492813	23.500195	-13.493492	-20.424654	4.477683	15.405331	-7.087741	2.693925	-26.851734	-6.0222282	-10.867393	-1.3981781	28.945599
-18.513847	-22.326931	-23.593925	14.235267	-27.145714	6.786023	-11.00622	14.528034	15.119409	22.019451	-22.05315	-3.8682365	9.639214	2.8673697	1.53615	-17.042934	-14.927675	-16.840857	11.226772	-20.349636	20.800173	4.652834	-1.6908798	23.161362	-28.809237	-25.135136	8.701612	31.913836	17.647314	-23.51486	18.186216	0.0	-2.5783596	15.41232	-12.618994	17.004538	5.1032524	-17.608482	-0.2922039	-4.4982347	-28.591223	-18.11528	6.2489176	1.8386612	27.741096	-14.446611	-19.868168	-16.218008	3.5763702	-9.993847	-20.425018	23.044691	-6.668253	-12.413845	9.412804	-3.500413	-19.972578	-6.7822094	-12.642066	13.097898
-13.517063	1.2440643	-25.062225	-24.887255	-14.008489	-19.305819	8.60601	-1.7236853	0.0035057068	-6.1794004	-19.52877	-20.668505	-6.234833	-16.164413	-22.50452	21.788813	-6.2119074	5.716029	-10.877832	17.246664	-6.368643	-29.466305	-33.79134	-23.289257	12.386236	27.721775	3.6817398	-12.117351	-20.91242	-10.336476	-22.632011	-2.5783596	0.0	2.4274197	7.2452526	-19.831497	-14.813438	5.566313	-3.851367	6.8977394	-12.0517025	15.024546	-21.668116	2.2623863	-20.624868	29.709505	15.457964	7.440706	-2.7979355	-9.365234	-3.4274588	2.6485596	-11.997151	13.298259	-0.9673042	12.0079155	12.338317	14.057682	34.693718	-23.023056
-8.33482	-17.121796	-4.400502	29.715748	-26.044271	15.878889	-20.5136	-6.7345467	8.925968	26.198025	-25.249805	-12.940868	12.537328	14.381637	17.99059	-14.396736	-9.805936	-1.6829977	6.359399	-16.045547	4.7303543	26.160757	22.655725	13.249657	-18.512972	-33.16485	2.865818	-12.323166	7.629732	-11.408092	6.521126	15.41232	2.4274197	0.0	-10.909496	-3.3922024	2.5294533	2.4189358	18.641895	0.563406	-22.705357	-32.39679	1.8047247	-18.71148	25.46005	-6.2092505	-24.081825	-17.021584	4.0840254	-25.239386	-8.850592	11.878387	16.084755	-12.2213125	28.998787	-22.135866	-13.411696	-12.4214115	-17.056707	21.212414
21.246572	30.119566	-14.048368	-6.101158	-18.580976	-23.649849	30.884718	-8.278503	-3.3444157	-23.666355	-2.5260944	-31.92288	-27.205566	-2.109644	-13.806669	16.05988	-20.521414	21.62474	-15.990449	37.52108	-16.24194	-14.4666605	-24.107391	-15.56249	16.726196	8.478443	-28.092747	-31.668602	-18.530703	4.6303673	-18.1461	-12.618994	7.2452526	-10.909496	0.0	-8.7237015	-12.688335	5.5876293	-5.052891	10.566595	-3.3054047	-0.79606247	-19.695292	16.073376	-18.872604	8.319073	14.037497	32.15764	-4.841815	-11.632398	-9.941763	-11.747204	-14.23498	10.119043	-12.085243	13.075659	8.420778	14.30803	0.89334106	-18.70897
-11.06306	-12.430141	-4.088725	-0.5001211	-10.240154	30.867062	-13.825193	18.799377	5.6572485	14.953335	-15.081494	-21.647501	13.288633	21.576885	17.227068	-4.8540173	-11.698958	-19.90379	3.3061352	-8.59786	16.353779	25.794733	6.4804325	13.984719	-21.309841	2.3807983	32.907665	10.869453	9.415613	-24.223331	23.35493	17.004538	-19.831497	-3.3922024	-8.7237015	0.0	17.319304	-30.598997	26.527145	-20.6421	-12.15657	1.1482925	4.9047737	-16.953997	0.95788383	-20.310226	-27.17752	-12.383215	-0.080890656	-22.389256	-9.382961	8.303328	12.149005	-2.3907413	21.641533	-21.347958	-11.044315	-20.81376	0.41904545	2.1297226
-1.0189009	-23.603706	-14.5562105	15.322029	-16.71893	1.7185535	-32.42781	23.913591	20.883747	32.454323	-13.573641	-40.42692	19.162529	7.404292	16.726585	-11.952265	-39.62435	-20.298405	11.27253	-15.27313	7.430586	19.961348	17.298319	23.07091	-8.183921	-17.479263	6.479271	32.090607	-0.66698647	-16.036566	15.575953	5.1032524	-14.813438	2.5294533	-12.688335	17.319304	0.0	-22.64696	20.748156	-7.406655	7.892166	-5.931408	12.61756	-11.607535	3.4943142	15.7472	-20.526508	-16.654194	29.357662	1.7700119	-19.121521	11.1007	-13.055212	-22.3553	30.41233	-31.798412	-26.64983	-8.135883	-19.732182	21.289341
16.075958	-5.1646805	-12.946901	-27.046772	-26.309807	-22.331982	19.179043	-20.157122	-22.065199	-39.69168	-3.7525787	5.316162	-12.856941	-18.509974	-12.485581	15.90381	-37.06626	29.074257	-25.84896	13.274426	-37.046085	-15.53524	-18.48876	-22.645437	-0.8875122	21.733597	-14.145746	-19.521862	-18.040142	-15.30359	-6.107456	-17.608482	5.566313	2.4189358	5.5876293	-30.598997	-22.64696	0.0	-26.577719	3.929511	-28.448732	14.040405	-22.125162	4.67607	-13.34812	16.074356	37.156162	9.957516	-18.831211	-25.389477	5.3937798	-18.015648	-21.759323	-4.130043	-19.952366	15.050283	30.094559	27.902508	20.755402	-18.75111
-4.6427298	-4.5793924	-12.401743	39.31656	-11.933926	15.024673	-20.214764	28.4705	26.215977	31.448862	-4.525522	-15.894796	25.546513	12.728965	20.683624	-0.7253542	-6.714576	-2.1348343	28.257961	-10.849248	10.723185	22.575882	29.23558	17.681906	-10.39652	-19.224909	34.82471	9.623553	16.03683	-21.647911	7.7338834	-0.2922039	-3.851367	18.641895	-5.052891	26.527145	20.748156	-26.577719	0.0	-1.645935	-8.97933	-27.207405	8.156658	-14.074682	10.455055	-23.352573	-23.73859	-10.632852	16.637384	-29.498219	-14.719141	-4.1083946	-2.9140224	-31.96275	14.714536	-16.378426	-16.17686	-14.083374	2.1583443	17.621702
8.706863	32.510815	-6.4720926	-9.692912	-4.269657	-16.102076	13.734774	-23.49317	-15.295528	-12.771176	-0.20033932	8.304203	-0.19598198	-12.290668	-19.396463	31.826792	-22.766857	3.6055145	-6.5286226	27.72142	-14.841838	-23.145945	-10.258091	-36.136887	14.979579	16.190504	-20.773235	-22.966995	-9.209903	-23.071602	-6.8955126	-4.4982347	6.8977394	0.563406	10.566595	-20.6421	-7.406655	3.929511	-1.645935	0.0	-21.57265	17.899279	-4.9563646	13.711107	-5.3044853	12.9435	-2.6551933	-5.754774	-26.243797	-16.930416	-12.385712	-18.122042	-23.59138	3.8720427	-14.568458	15.029781	15.455265	19.524288	9.724411	-29.37806
-5.651821	-31.35723	11.766909	6.5538063	-14.253435	-19.693052	-9.800753	-23.960867	-12.985476	-6.563513	11.216628	8.803347	-16.291296	-16.93405	-23.284801	-3.3501606	18.149857	-16.66804	2.6002827	-17.390623	-28.35789	12.637703	-10.829778	-23.439333	-5.664544	-22.309418	-17.572596	-22.772228	-33.68861	34.73986	-13.916433	-28.591223	-12.0517025	-22.705357	-3.3054047	-12.15657	7.892166	-28.448732	-8.97933	-21.57265	0.0	-13.702703	-13.411243	-22.245113	-4.021738	-34.560234	-30.775822	-43.610924	-21.461113	24.260107	10.538685	6.2969685	-23.62026	-19.5669	-15.643856	-16.619627	-23.73347	-1.0120287	2.725092	-17.381895
17.259283	13.196118	-5.0580435	-4.466833	-20.21575	-13.995105	11.907628	-24.789562	-3.6575317	13.031101	-23.028881	-11.190471	-18.384836	-12.115558	-12.696178	17.94336	4.5842476	3.0233774	-22.106	3.8781185	-5.149027	-19.906437	-16.262589	-8.742189	12.115975	7.502942	-30.503098	-10.65819	-11.180156	-12.610645	-20.096146	-18.11528	15.024546	-32.39679	-0.79606247	1.1482925	-5.931408	14.040405	-27.207405	17.899279	-13.702703	0.0	2.9377918	6.986619	-14.872406	-6.3044567	18.077759	21.977688	-5.964655	-18.287012	-16.165773	-0.16886711	-8.542057	2.6011124	-8.603601	-5.877552	34.3498	28.95039	3.211359	-18.145061
-26.350342	-16.693123	-17.986088	23.310692	-20.702057	12.922781	-8.546423	19.571657	19.44637	20.662699	-32.51642	-15.834899	26.865473	9.452126	27.012417	-14.93144	-14.934898	-19.489246	3.5975657	-21.858858	32.463467	15.127115	15.595825	13.068841	6.444252	-21.199203	32.106018	16.108795	15.045814	-18.467785	22.997026	6.2489176	-21.668116	1.8047247	-19.695292	4.9047737	12.61756	-22.125162	8.156658	-4.9563646	-13.411243	2.9377918	0.0	-0.10297012	-1.6839962	-22.170143	-8.682123	-4.8741627	25.363613	-21.808693	-19.047945	5.4579487	12.877273	-22.931889	19.018204	-0.5106592	-11.544598	-19.410055	-43.606873	10.469255
23.76032	14.781202	-11.536217	-14.939151	-9.887613	-9.424368	24.108347	-20.692928	-18.586605	-27.11879	-17.686647	-25.062855	-42.29957	-7.4910154	-2.8720837	15.633789	-16.032297	-5.833908	-2.821001	17.268036	-25.226082	-28.697271	-3.0652761	3.0842552	31.002308	17.356934	0.65237427	-32.248894	5.2810497	-11.303818	-5.9034615	1.8386612	2.2623863	-18.71148	16.073376	-16.953997	-11.607535	4.67607	-14.074682	13.711107	-22.245113	6.986619	-0.10297012	0.0	9.091248	17.286757	25.850304	0.9533329	-7.818166	-26.04811	-13.031277	-9.8985815	-18.681273	9.001174	-3.0518045	30.064241	7.9191613	6.382004	8.428547	-17.876095
-13.694326	-19.065071	-15.248372	23.200249	-21.68617	21.520508	-34.47204	5.021991	18.060478	27.997227	-18.230007	-9.120136	18.748404	17.632675	35.670296	-3.2999573	5.0047874	-40.781677	44.127125	-32.532333	7.582532	21.542263	36.556366	33.733696	-13.179195	-16.155611	8.701287	-1.872057	-0.4131794	-16.275589	22.496029	27.741096	-20.624868	25.46005	-18.872604	0.95788383	3.4943142	-13.34812	10.455055	-5.3044853	-4.021738	-14.872406	-1.6839962	9.091248	0.0	-8.088889	-29.548067	-17.910097	14.291571	-23.123251	-20.504932	22.089102	9.846337	-18.298786	3.6226282	-7.5232525	-8.67699	-18.051365	-11.167325	16.535927
-3.5683212	41.466236	-6.6431885	-28.608482	-3.718771	-25.24912	29.555984	-18.628355	-15.41845	-12.125961	-28.42931	-25.37423	-16.29399	-17.387735	-8.283382	-12.327919	-14.176235	10.977129	-4.705434	10.7756195	-28.00572	-15.16258	-20.812033	-20.827038	11.655939	19.787224	-15.7552805	-12.816471	-3.1073303	0.19807911	-12.924882	-14.446611	29.709505	-6.2092505	8.319073	-20.310226	15.7472	16.074356	-23.352573	12.9435	-34.560234	-6.3044567	-22.170143	17.286757	-8.088889	0.0	21.934746	15.584991	-21.531845	-25.60852	-15.406352	-5.750497	-16.708023	31.173656	-12.962313	33.128944	11.577654	15.1504	-3.5264893	-23.617586
17.47674	13.985119	-26.58403	-18.292358	-8.426589	-30.423546	29.585733	-10.66269	-15.242905	-30.067774	-11.103024	-29.794369	-24.800632	-16.684635	-30.427973	29.823238	-24.957245	5.179531	-7.7755666	9.396481	-12.616113	-28.024649	-30.940136	-28.742125	11.745233	27.128696	-9.457999	-14.462634	-17.94933	-7.117565	-17.75932	-19.868168	15.457964	-24.081825	14.037497	-27.17752	-20.526508	37.156162	-23.73859	-2.6551933	-30.775822	18.077759	-8.682123	25.850304	-29.548067	21.934746	0.0	10.006323	-9.156427	-12.886688	-16.678383	-11.082739	-10.867729	5.678035	-31.877048	11.973432	13.085451	5.1649103	30.823612	-33.52427
18.40202	19.21917	-12.660307	-25.837	-22.62876	-23.351074	13.849235	2.1812077	-25.472872	-24.808937	-15.340979	-16.575253	-14.089285	-33.588104	-19.759666	29.198406	-34.437935	24.585855	-1.6593361	28.939312	-14.415628	-23.173344	0.21956539	-36.258934	9.156925	8.857958	-25.20375	-21.22187	-26.67109	-16.207613	-24.492813	-16.218008	7.440706	-17.021584	32.15764	-12.383215	-16.654194	9.957516	-10.632852	-5.754774	-43.610924	21.977688	-4.8741627	0.9533329	-17.910097	15.584991	10.006323	0.0	-7.0828133	-8.644268	-23.16755	-0.0984745	-2.2012568	16.13861	-7.9384084	8.294228	4.0829735	22.592978	8.3794155	0.32251167
-11.618008	-0.80110645	-9.573338	11.71128	-18.275661	14.590601	-8.589727	16.983747	11.050877	12.534232	-16.376688	-41.269592	30.36631	31.239876	10.241438	-39.129307	-25.747826	-10.76823	23.516716	-0.11188412	3.4401474	19.005558	33.88264	21.203358	-28.605179	-25.536161	14.724356	4.3099556	13.731419	-27.664936	23.500195	3.5763702	-2.7979355	4.0840254	-4.841815	-0.080890656	29.357662	-18.831211	16.637384	-26.243797	-21.461113	-5.964655	25.363613	-7.818166	14.291571	-21.531845	-9.156427	-7.0828133	0.0	-0.66052914	-16.969372	-2.2575855	21.292538	-14.178154	12.456482	-8.787888	-11.41164	-23.224104	-16.968002	25.591621
-13.714544	-26.17981	11.654509	-0.018356323	-13.130305	-3.9819918	-16.76918	-15.686179	-18.103153	-23.108952	9.162821	16.616337	-6.7629356	-32.03411	-21.218254	-5.184452	34.869427	-1.0110655	-9.584898	-12.133675	-25.736607	-29.692743	-6.055135	-28.29401	-27.94498	-23.7477	-9.500659	-1.3555574	2.2637901	28.095573	-13.493492	-9.993847	-9.365234	-25.239386	-11.632398	-22.389256	1.7700119	-25.389477	-29.498219	-16.930416	24.260107	-18.287012	-21.808693	-26.04811	-23.123251	-25.60852	-12.886688	-8.644268	-0.66052914	0.0	26.12596	-14.642793	-31.194225	-10.136673	-5.04422	0.0013742447	1.6097527	-10.688665	-8.3879795	-13.658869
-32.162018	-13.10726	16.135489	-24.86138	-13.859602	-24.36576	-14.6056595	-21.22226	-14.118687	-29.330843	7.320589	-8.713167	-10.66564	-7.832855	-7.5834894	-26.837896	32.680363	-7.4496655	-16.423449	-2.742897	-8.484251	-13.561901	-17.416344	-9.417667	-15.4487295	-19.707083	-26.395397	-5.8186255	-19.959908	6.656452	-20.424654	-20.425018	-3.4274588	-8.850592	-9.941763	-9.382961	-19.121521	5.3937798	-14.719141	-12.385712	10.538685	-16.165773	-19.047945	-13.031277	-20.504932	-15.406352	-16.678383	-23.16755	-16.969372	26.12596	0.0	-19.482265	-14.140792	-37.12719	-14.786868	-34.432392	-18.515099	-25.240791	-19.841703	-26.296053
-0.48704338	-27.759356	-2.1186972	19.273062	-8.744389	29.227633	-14.030741	22.38203	-9.612024	23.381037	-8.515951	-22.142792	-0.34734154	13.05021	21.486187	-5.536145	-7.358882	-7.5721216	19.644617	-12.143169	12.468761	30.455933	-1.7627525	3.8256836	-4.6122828	-20.859404	30.1476	-1.1361942	20.437012	-13.8931055	4.477683	23.044691	2.6485596	11.878387	-11.747204	8.303328	11.1007	-18.015648	-4.1083946	-18.122042	6.2969685	-0.16886711	5.4579487	-9.8985815	22.089102	-5.750497	-11.082739	-0.0984745	-2.2575855	-14.642793	-19.482265	0.0	20.214413	-18.790936	-4.416048	-1.2864056	-2.4852123	-15.753352	-7.13433	12.068238
-9.305708	-30.99141	-29.996794	-7.583889	-7.854122	24.530037	-19.446993	14.154547	4.372484	5.928541	-20.308453	-35.56182	-11.065561	4.006033	16.783249	-9.730668	-18.624666	-19.190388	-2.0295525	-12.290121	20.044695	9.319812	23.20369	15.638341	3.4827251	-12.830478	23.307808	9.814985	27.243694	5.194147	15.405331	-6.668253	-11.997151	16.084755	-14.23498	12.149005	-13.055212	-21.759323	-2.9140224	-23.59138	-23.62026	-8.542057	12.877273	-18.681273	9.846337	-16.708023	-10.867729	-2.2012568	21.292538	-31.194225	-14.140792	20.214413	0.0	-23.147305	10.36237	-30.365276	-13.270804	-11.617411	-3.9474115	23.507309
